study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA624030	SRP255796	SAMN14565160	SRS6454255	SRX8086778	SRR11515162	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	7L		PAIRED	AMPLICON	METAGENOMIC	PCR	66652	38554701	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	7L	515YF-926R-P2-50-7L_R1.fastq.gz	8400059;12099184	aa3a9cae0bad1a8aed828c25dae5003a;99727f383eaf4c6b978911f845adb282	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/062/SRR11515162/SRR11515162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/062/SRR11515162/SRR11515162_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/062/SRR11515162/SRR11515162_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/062/SRR11515162/SRR11515162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/062/SRR11515162/SRR11515162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/062/SRR11515162/SRR11515162_2.fastq.gz							23076254	0186825d53fc480c56dbe1922905dbae	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/062/SRR11515162	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/062/SRR11515162	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/062/SRR11515162				7L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565159	SRS6454254	SRX8086777	SRR11515163	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	2L		PAIRED	AMPLICON	METAGENOMIC	PCR	9501	5515059	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	2L	515YF-926R-P2-50-2L_R1.fastq.gz	1205432;1735677	dd47ca65ded2bb418bbc3399452aba3b;ffa1bfd6dbd076f36f51837020e02597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/063/SRR11515163/SRR11515163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/063/SRR11515163/SRR11515163_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/063/SRR11515163/SRR11515163_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/063/SRR11515163/SRR11515163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/063/SRR11515163/SRR11515163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/063/SRR11515163/SRR11515163_2.fastq.gz							3403237	359c75005356d3a36a7d8064c528dc72	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/063/SRR11515163	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/063/SRR11515163	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/063/SRR11515163				2L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565158	SRS6454253	SRX8086776	SRR11515164	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	26L		PAIRED	AMPLICON	METAGENOMIC	PCR	67868	39057271	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	26L	515YF-926R-P2-50-26L_R1.fastq.gz	8598211;12343871	1c7db1ed8176649f1aec5c52de055c5e;0e7a5af3d41408f8ffdd0dfb26e4470e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/064/SRR11515164/SRR11515164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/064/SRR11515164/SRR11515164_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/064/SRR11515164/SRR11515164_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/064/SRR11515164/SRR11515164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/064/SRR11515164/SRR11515164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/064/SRR11515164/SRR11515164_2.fastq.gz							23545496	843d98d9dbf4e18518017d52489dd0a5	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/064/SRR11515164	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/064/SRR11515164	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/064/SRR11515164				26L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565131	SRS6454252	SRX8086775	SRR11515165	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	29A		PAIRED	AMPLICON	METAGENOMIC	PCR	34528	19848201	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	29A	515YF-926R-P1-50-29A_R1.fastq.gz	4702036;6570225	7ac848e8d4339a602608d3490129cb16;e27e21cb06c8a32c0c573a57b1997dc7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/065/SRR11515165/SRR11515165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/065/SRR11515165/SRR11515165_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/065/SRR11515165/SRR11515165_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/065/SRR11515165/SRR11515165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/065/SRR11515165/SRR11515165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/065/SRR11515165/SRR11515165_2.fastq.gz							11884941	e76208a39495cd1fcc2ff8578800a6af	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/065/SRR11515165	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/065/SRR11515165	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/065/SRR11515165				29A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565157	SRS6454251	SRX8086774	SRR11515166	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	11L		PAIRED	AMPLICON	METAGENOMIC	PCR	135582	78141899	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	11L	515YF-926R-P2-50-11L_R1.fastq.gz	15163175;22815428	4f32593e89bb5c301802c32b9772cffe;ab93fe8723242308359e4821d4040def	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/066/SRR11515166/SRR11515166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/066/SRR11515166/SRR11515166_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/066/SRR11515166/SRR11515166_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/066/SRR11515166/SRR11515166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/066/SRR11515166/SRR11515166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/066/SRR11515166/SRR11515166_2.fastq.gz							46893713	79d3bd15d8edef1855b36de33b6df22d	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/066/SRR11515166	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/066/SRR11515166	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/066/SRR11515166				11L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565156	SRS6454250	SRX8086773	SRR11515167	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	6L		PAIRED	AMPLICON	METAGENOMIC	PCR	69328	40106248	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	6L	515YF-926R-P1-50-6L_R1.fastq.gz	10236842;13983322	3214dbfb1a3b7c07c3345d0b7725f2a6;03d9ce568c615fa652e1624754efa4ce	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/067/SRR11515167/SRR11515167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/067/SRR11515167/SRR11515167_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/067/SRR11515167/SRR11515167_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/067/SRR11515167/SRR11515167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/067/SRR11515167/SRR11515167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/067/SRR11515167/SRR11515167_2.fastq.gz							24259432	2af79af372e16f92759ef8c5c9d04f8e	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/067/SRR11515167	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/067/SRR11515167	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/067/SRR11515167				6L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565155	SRS6454249	SRX8086772	SRR11515168	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	29L		PAIRED	AMPLICON	METAGENOMIC	PCR	111994	64354713	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	29L	515YF-926R-P1-50-29L_R1.fastq.gz	14362629;20737938	a1059e77c7dca9551e84897b50aea452;dec39165942d20b3469fca168b588431	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/068/SRR11515168/SRR11515168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/068/SRR11515168/SRR11515168_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/068/SRR11515168/SRR11515168_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/068/SRR11515168/SRR11515168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/068/SRR11515168/SRR11515168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/068/SRR11515168/SRR11515168_2.fastq.gz							38876152	0c8f7c464ae2e4d24728d8b65bfd70e8	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/068/SRR11515168	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/068/SRR11515168	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/068/SRR11515168				29L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565154	SRS6454248	SRX8086771	SRR11515169	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	25L		PAIRED	AMPLICON	METAGENOMIC	PCR	25951	14930072	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	25L	515YF-926R-P1-50-25L_R1.fastq.gz	3389172;4825511	8a7afbaa2b7791a61cb6bfd37f29ea6f;742710f6999f15fb006db15e0b649c19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/069/SRR11515169/SRR11515169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/069/SRR11515169/SRR11515169_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/069/SRR11515169/SRR11515169_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/069/SRR11515169/SRR11515169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/069/SRR11515169/SRR11515169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/069/SRR11515169/SRR11515169_2.fastq.gz							9123439	f77ded20ca358e9ab8c1fa032a6733e6	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/069/SRR11515169	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/069/SRR11515169	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/069/SRR11515169				25L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565153	SRS6454247	SRX8086770	SRR11515170	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	1L		PAIRED	AMPLICON	METAGENOMIC	PCR	41652	24175906	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	1L	515YF-926R-P1-50-1L_R1.fastq.gz	4415014;6679773	ad4eb9b3318e6d162aed25349801acd7;1c28aadb91e3969262a55524799323f4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/070/SRR11515170/SRR11515170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/070/SRR11515170/SRR11515170_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/070/SRR11515170/SRR11515170_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/070/SRR11515170/SRR11515170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/070/SRR11515170/SRR11515170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/070/SRR11515170/SRR11515170_2.fastq.gz							14719713	0f71d5fbb3e606f11e965c91200c472d	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/070/SRR11515170	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/070/SRR11515170	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/070/SRR11515170				1L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565152	SRS6454245	SRX8086769	SRR11515171	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	10L		PAIRED	AMPLICON	METAGENOMIC	PCR	44904	25882318	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	10L	515YF-926R-P1-50-10L_R1.fastq.gz	6515327;8906582	87acc96b5339d6a729ff5361c3ebbdb7;d0d21e72b7173d06fedab9d93cea81fa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/071/SRR11515171/SRR11515171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/071/SRR11515171/SRR11515171_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/071/SRR11515171/SRR11515171_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/071/SRR11515171/SRR11515171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/071/SRR11515171/SRR11515171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/071/SRR11515171/SRR11515171_2.fastq.gz							15599830	52f74cfd11fd1c42bbb1cf297a117143	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/071/SRR11515171	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/071/SRR11515171	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/071/SRR11515171				10L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565151	SRS6454246	SRX8086768	SRR11515172	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	8Int		PAIRED	AMPLICON	METAGENOMIC	PCR	39215	22683641	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	8Int	515YF-926R-P3-50-8Int_R1.fastq.gz	5282898;7441940	a9dd22e8232d8e87680e3a3395788a19;3c607fee7e86c9bce2230928c8017076	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/072/SRR11515172/SRR11515172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/072/SRR11515172/SRR11515172_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/072/SRR11515172/SRR11515172_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/072/SRR11515172/SRR11515172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/072/SRR11515172/SRR11515172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/072/SRR11515172/SRR11515172_2.fastq.gz							13584981	3d655037147c8a17e9c9ec9cd8be572c	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/072/SRR11515172	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/072/SRR11515172	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/072/SRR11515172				8Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565150	SRS6454244	SRX8086767	SRR11515173	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	5Int		PAIRED	AMPLICON	METAGENOMIC	PCR	31244	18151876	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	5Int	515YF-926R-P3-50-5Int_R1.fastq.gz	4561556;6350037	d95a33f8368845220854539708967baa;d17c6268cf716fa07f6da6873e05d37b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/073/SRR11515173/SRR11515173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/073/SRR11515173/SRR11515173_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/073/SRR11515173/SRR11515173_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/073/SRR11515173/SRR11515173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/073/SRR11515173/SRR11515173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/073/SRR11515173/SRR11515173_2.fastq.gz							11275049	07f9bad417acd2a4ec85efc47651f4db	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/073/SRR11515173	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/073/SRR11515173	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/073/SRR11515173				5Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565149	SRS6454243	SRX8086766	SRR11515174	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	28Int		PAIRED	AMPLICON	METAGENOMIC	PCR	52475	30246143	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	28Int	515YF-926R-P3-50-28Int_R1.fastq.gz	6842062;9795007	f7bd384b457ac333ffc3615ddbeb46fb;728f0dd95c146677a52d5e23c04b0cec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/074/SRR11515174/SRR11515174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/074/SRR11515174/SRR11515174_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/074/SRR11515174/SRR11515174_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/074/SRR11515174/SRR11515174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/074/SRR11515174/SRR11515174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/074/SRR11515174/SRR11515174_2.fastq.gz							18232905	600c898653be8fdd5dcb8bbb2039a2e0	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/074/SRR11515174	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/074/SRR11515174	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/074/SRR11515174				28Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565148	SRS6454242	SRX8086765	SRR11515175	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	7Int		PAIRED	AMPLICON	METAGENOMIC	PCR	40562	23463190	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	7Int	515YF-926R-P2-50-7Int_R1.fastq.gz	5329135;7543179	ffd386b68e2a1e419787acff525ba96d;7e5ef3d26d29527f1e888bc734500240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/075/SRR11515175/SRR11515175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/075/SRR11515175/SRR11515175_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/075/SRR11515175/SRR11515175_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/075/SRR11515175/SRR11515175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/075/SRR11515175/SRR11515175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/075/SRR11515175/SRR11515175_2.fastq.gz							13955035	cc706c63b11f3f7575730c0aff664795	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/075/SRR11515175	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/075/SRR11515175	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/075/SRR11515175				7Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565130	SRS6454241	SRX8086764	SRR11515176	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	25A		PAIRED	AMPLICON	METAGENOMIC	PCR	90257	51867998	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	25A	515YF-926R-P1-50-25A_R1.fastq.gz	11348060;16497596	432080b2f9339cdb3b4abe8318917e4a;384bea4f90565a7eaa6958834c72c5e9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/076/SRR11515176/SRR11515176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/076/SRR11515176/SRR11515176_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/076/SRR11515176/SRR11515176_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/076/SRR11515176/SRR11515176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/076/SRR11515176/SRR11515176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/076/SRR11515176/SRR11515176_2.fastq.gz							31208098	1cbc405ff0164cc3e99e07a913554e44	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/076/SRR11515176	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/076/SRR11515176	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/076/SRR11515176				25A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565147	SRS6454239	SRX8086763	SRR11515177	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	2Int		PAIRED	AMPLICON	METAGENOMIC	PCR	26811	15588063	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	2Int	515YF-926R-P2-50-2Int_R1.fastq.gz	3879698;5365612	45ab57e6bf6ba625f989eb7e890227e1;ae3949e4d57a7a866a84fb0c5d8fd8fc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/077/SRR11515177/SRR11515177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/077/SRR11515177/SRR11515177_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/077/SRR11515177/SRR11515177_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/077/SRR11515177/SRR11515177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/077/SRR11515177/SRR11515177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/077/SRR11515177/SRR11515177_2.fastq.gz							9582667	e360506014763668411024dc8f45fe20	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/077/SRR11515177	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/077/SRR11515177	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/077/SRR11515177				2Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565146	SRS6454240	SRX8086762	SRR11515178	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	26Int		PAIRED	AMPLICON	METAGENOMIC	PCR	62124	35711830	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	26Int	515YF-926R-P2-50-26Int_R1.fastq.gz	8120302;11568933	959854beb47afffa3a90c72101afe891;69d00cb2bf81c406738ba5a20e30f0e6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/078/SRR11515178/SRR11515178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/078/SRR11515178/SRR11515178_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/078/SRR11515178/SRR11515178_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/078/SRR11515178/SRR11515178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/078/SRR11515178/SRR11515178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/078/SRR11515178/SRR11515178_2.fastq.gz							21388497	3a5ce360230c3dd19047ee384da12010	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/078/SRR11515178	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/078/SRR11515178	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/078/SRR11515178				26Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565145	SRS6454237	SRX8086761	SRR11515179	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	11Int		PAIRED	AMPLICON	METAGENOMIC	PCR	40158	23156909	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	11Int	515YF-926R-P2-50-11Int_R1.fastq.gz	5436590;7595577	f0749a1689c4c2b6fe012408b95bb366;de0bde7824db634790a8167b7a7adc39	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/079/SRR11515179/SRR11515179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/079/SRR11515179/SRR11515179_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/079/SRR11515179/SRR11515179_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/079/SRR11515179/SRR11515179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/079/SRR11515179/SRR11515179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/079/SRR11515179/SRR11515179_2.fastq.gz							13845289	4f40075739ec70ab85e3c5bd4e2a9124	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/079/SRR11515179	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/079/SRR11515179	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/079/SRR11515179				11Int		dog skin microbiome		2020-04-14
